"name"
"Bad Water Brewing"
"Barley Brothers Brewery and Grill"
"Barnstar Brewing Company"
"Barrio Brewing Co."
"Beast Brewing Company"
"Beaver Street Brewery"
"Beer Research Institute"
"Black Bridge Brewery"
"Black Hole Beer Company"
"Black Mountain Brewing Co."
"Bold Barley Brewing"
"Borderlands Brewing Company"
"Brewers Restaurant & Sports Bar"
"Cartel Coffee Lab"
"Casa Arriba Brewing Company"
"College Street Brewhouse & Pub"
"Cosmic Beer & Distributing"
"Desert Eagle Brewing Company"
"Dragoon Brewing Company"
"Dubina Brewing Company"
"Fate Brewing Company (AZ)"
"Flagstaff Brewing Company"
"Four Peaks Brewing Company"
"Freak’N Brewing Company"
"Gentle Bens Brewing Company"
"Grand Canyon Brewing Company"
"Granite Mountain Brewing"
"Historic Brewing Company"
"Huss Brewing Company"
"Iron John’s Brewing Company, LLC"
"Lonesome Valley Brewing"
"Lumberyard Brewing Company"
"Mad Hatter Brew Pub"
"Mother Bunch Brewing"
"Mother Road Brewing Company"
"Mudshark Brewing Company"
"Nimbus Brewing Company"
"North Mountain Brewing Company"
"O.H.S.O. Eatery & NanoBrewery"
"Oak Creek Brewing Co."
"Old Bisbee Brewing Company"
"Old World Brewery"
"Owl’s Orchard Brewery"
"Papago Brewing"
"Peoria Artisan Brewery"
"Perch Pub & Brewery"
"Phoenix Ale Brewery"
"Pinetop Brewing Company"
"Pinnacle Peak Patio Steakhouse"
"Prescott Brewing Company"
"Prison Hill Brewing Company"
"Pueblo Vida Brewing Company"
"Rock Bottom Arrowhead"
"Rock Bottom Scottsdale"
"SanTan Brewing Company"
"Scottsdale Beer Company"
"Sentinel Peak Brewing Company"
"Sleepy Dog Saloon & Brewery"
"Sonoran Brewing Company"
"Sun Up Brewing Company (Sonora Brewhouse)"
"Ten Fifty-Five Brewing"
"THAT Brewery & Pub at Rimside"
"The Address Brewing Co"
"Thunder Canyon Brewery"
"Uncle Bear’s Brewery"
"Verde Brewing Company"
"Wanderlust Brewing Company"
"beer"
"abv","nratings","url.text","url.href"
"6.5","0","Bold Barley Cold Leaf IPA","http://www.ratebeer.com/beer/bold-barley-cold-leaf-ipa/288764/"
"","0","Bold Barley Rebel King Imperial Roggen Bier","http://www.ratebeer.com/beer/bold-barley-rebel-king-imperial-roggen-bier/288767/"
"8.2","0","Bold Barley Fatty Slims Barley Wine","http://www.ratebeer.com/beer/bold-barley-fatty-slims-barley-wine/288763/"
"4.2","0","Bold Barley Whisker Biscuit Wheat Ale","http://www.ratebeer.com/beer/bold-barley-whisker-biscuit-wheat-ale/288766/"
"13","5","Borderlands / Arizona Wilderness Collaboration Barely Wine","http://www.ratebeer.com/beer/borderlands--arizona-wilderness-collaboration-barely-wine/251838/"
"10","2","Borderlands Agua Bendita","http://www.ratebeer.com/beer/borderlands-agua-bendita/200124/"
"5","0","Borderlands Apollo Pale Ale","http://www.ratebeer.com/beer/borderlands-apollo-pale-ale/200313/"
"6.2","2","Borderlands Baltic Porter","http://www.ratebeer.com/beer/borderlands-baltic-porter/287190/"
"4","9","Borderlands Citrana Wild Ale","http://www.ratebeer.com/beer/borderlands-citrana-wild-ale/223281/"
"4.2","2","Borderlands Gose","http://www.ratebeer.com/beer/borderlands-gose/210198/"
"4","4","Borderlands Hibiscus Saison","http://www.ratebeer.com/beer/borderlands-hibiscus-saison/210200/"
"4","2","Borderlands Honey Kolsch","http://www.ratebeer.com/beer/borderlands-honey-kolsch/244526/"
"","0","Borderlands Lager","http://www.ratebeer.com/beer/borderlands-lager/154161/"
"4.5","4","Borderlands Horchata Wit","http://www.ratebeer.com/beer/borderlands-horchata-wit/205419/"
"4.5","4","Borderlands Jasmine Sour","http://www.ratebeer.com/beer/borderlands-jasmine-sour/222038/"
"10","1","Borderlands Krampus Clause","http://www.ratebeer.com/beer/borderlands-krampus-clause/307273/"
"4.5","3","Borderlands La Morena Brown Ale","http://www.ratebeer.com/beer/borderlands-la-morena-brown-ale/154165/"
"6.1","2","Borderlands Las Almas","http://www.ratebeer.com/beer/borderlands-las-almas/244525/"
"7.1","16","Borderlands Noche Dulce Vanilla Porter","http://www.ratebeer.com/beer/borderlands-noche-dulce-vanilla-porter/154160/"
"7.1","9","Borderlands Ol’ Loco IPA","http://www.ratebeer.com/beer/borderlands-ol-loco-ipa/154164/"
"5","1","Borderlands Picacho Pale Ale","http://www.ratebeer.com/beer/borderlands-picacho-pale-ale/201817/"
"4","7","Borderlands Prickly Pear Wheat","http://www.ratebeer.com/beer/borderlands-prickly-pear-wheat/154163/"
"5.6","4","Borderlands Santa Rita Amber Ale","http://www.ratebeer.com/beer/borderlands-santa-rita-amber-ale/154162/"
"4.8","2","Borderlands Smoke and Irons","http://www.ratebeer.com/beer/borderlands-smoke-and-irons/184763/"
"6","1","Borderlands Sonoran Red","http://www.ratebeer.com/beer/borderlands-sonoran-red/251680/"
"6.9","2","Borderlands Yellow Brick Coffee Cream Ale","http://www.ratebeer.com/beer/borderlands-yellow-brick-coffee-cream-ale/277330/"
"5.2","0","Brewers Orange Wheat","http://www.ratebeer.com/beer/brewers-orange-wheat/263508/"
"5.4","0","Brewers Amber","http://www.ratebeer.com/beer/brewers-amber/263507/"
"5.2","1","Brewers American Stout","http://www.ratebeer.com/beer/brewers-american-stout/263510/"
"6.5","0","Brewers IPA","http://www.ratebeer.com/beer/brewers-ipa/263509/"
"6.4","3","Cartel Coffee Lab Amber Rye","http://www.ratebeer.com/beer/cartel-coffee-lab-amber-rye/213357/"
"6.7","1","Cartel Coffee Lab Christmas Ale","http://www.ratebeer.com/beer/cartel-coffee-lab-christmas-ale/252148/"
"6","7","Cartel Coffee Lab Coffee Brown Ale","http://www.ratebeer.com/beer/cartel-coffee-lab-coffee-brown-ale/203211/"
"5.6","6","Cartel Coffee Lab Desert Pale Ale","http://www.ratebeer.com/beer/cartel-coffee-lab-desert-pale-ale/203212/"
"9.6","5","Cartel Coffee Lab F.Y.I.T.M.","http://www.ratebeer.com/beer/cartel-coffee-lab-fyitm/223463/"
"9","2","Cartel Coffee Lab Funktonah Coffee and Donuts","http://www.ratebeer.com/beer/cartel-coffee-lab-funktonah-coffee-and-donuts/280886/"
"7.1","2","Cartel Coffee Lab Juniper Saison","http://www.ratebeer.com/beer/cartel-coffee-lab-juniper-saison/286818/"
"","6","Tio Ramon Amber","http://www.ratebeer.com/beer/tio-ramon-amber/24669/"
"","7","Tio Ramon Bock","http://www.ratebeer.com/beer/tio-ramon-bock/24670/"
"","5","Tio Ramon Pilsener","http://www.ratebeer.com/beer/tio-ramon-pilsener/24668/"
"5.1","17","College Street American Wheat","http://www.ratebeer.com/beer/college-street-american-wheat/162584/"
"5.8","15","College Street Big Blue Van","http://www.ratebeer.com/beer/college-street-big-blue-van/162581/"
"8.1","10","College Street Brother Dewey’s Date Night","http://www.ratebeer.com/beer/college-street-brother-deweys-date-night/199080/"
"6.5","3","College Street Death By Chocolate Stout","http://www.ratebeer.com/beer/college-street-death-by-chocolate-stout/166895/"
"7.4","6","College Street Fraternity of Hops","http://www.ratebeer.com/beer/college-street-fraternity-of-hops/201894/"
"","3","College Street Lambda Lambda Lambic","http://www.ratebeer.com/beer/college-street-lambda-lambda-lambic/216325/"
"6","4","College Street IPA","http://www.ratebeer.com/beer/college-street-ipa/162587/"
"8","23","College Street Jesse’s Malt Liquor","http://www.ratebeer.com/beer/college-street-jesses-malt-liquor/162582/"
"","1","College Street Spring Fling White IPA","http://www.ratebeer.com/beer/college-street-spring-fling-white-ipa/209738/"
"5.5","1","College Street Pale Ale","http://www.ratebeer.com/beer/college-street-pale-ale/162580/"
"","1","College Street Strawberry (Wheat) Shandy","http://www.ratebeer.com/beer/college-street-strawberry-wheat-shandy/209736/"
"4.8","1","College Street Pilsner","http://www.ratebeer.com/beer/college-street-pilsner/162585/"
"5.8","0","College Street Pirate John’s Double Nut Brown Ale","http://www.ratebeer.com/beer/college-street-pirate-johns-double-nut-brown-ale/162586/"
"4.8","1","College Street Street Light Lite","http://www.ratebeer.com/beer/college-street-street-light-lite/209737/"
"6.66","20","College Street Sweet Devil Stout","http://www.ratebeer.com/beer/college-street-sweet-devil-stout/162583/"
"6","2","Cosmic Black IPA","http://www.ratebeer.com/beer/cosmic-black-ipa/194775/"
"5.8","2","Cosmic Dirty Blonde","http://www.ratebeer.com/beer/cosmic-dirty-blonde/194772/"
"5.2","5","Cosmic Full Moon Porter","http://www.ratebeer.com/beer/cosmic-full-moon-porter/194774/"
"5.2","1","Cosmic Irish Red","http://www.ratebeer.com/beer/cosmic-irish-red/194773/"
"4.7","1","Cosmic Quatro de Mayo","http://www.ratebeer.com/beer/cosmic-quatro-de-mayo/202757/"
"4.5","1","Desert Eagle Baja Pilsner","http://www.ratebeer.com/beer/desert-eagle-baja-pilsner/293062/"
"4.5","1","Desert Eagle Black Cherry Blonde","http://www.ratebeer.com/beer/desert-eagle-black-cherry-blonde/207216/"
"9","0","Desert Eagle Black Sugar R.I.S.","http://www.ratebeer.com/beer/desert-eagle-black-sugar-ris/266340/"
"8","9","Desert Eagle Black Talon R.I.S.","http://www.ratebeer.com/beer/desert-eagle-black-talon-ris/200989/"
"4.5","2","Desert Eagle Blueberry Blonde Ale","http://www.ratebeer.com/beer/desert-eagle-blueberry-blonde-ale/189282/"
"6.7","6","Desert Eagle Buzz Bomb IPA","http://www.ratebeer.com/beer/desert-eagle-buzz-bomb-ipa/195398/"
"7.2","1","Desert Eagle Cubbies IPA","http://www.ratebeer.com/beer/desert-eagle-cubbies-ipa/207209/"
"","1","Desert Eagle Iced Russian Imperial Stout","http://www.ratebeer.com/beer/desert-eagle-iced-russian-imperial-stout/189284/"
"6.6","7","Desert Eagle Dunkle Weizen","http://www.ratebeer.com/beer/desert-eagle-dunkle-weizen/188302/"
"4.7","9","Desert Eagle Golden Eagle Wheat","http://www.ratebeer.com/beer/desert-eagle-golden-eagle-wheat/188298/"
"9","3","Desert Eagle Holiday Hooch","http://www.ratebeer.com/beer/desert-eagle-holiday-hooch/191749/"
"12","9","Desert Eagle Imperial Adler Ale","http://www.ratebeer.com/beer/desert-eagle-imperial-adler-ale/201662/"
"11.1","0","Desert Eagle Jester Tester Ale","http://www.ratebeer.com/beer/desert-eagle-jester-tester-ale/188301/"
"4.5","10","Desert Eagle Main St Blonde Ale","http://www.ratebeer.com/beer/desert-eagle-main-st-blonde-ale/189283/"
"5.8","3","Desert Eagle Pomegranate Wheat","http://www.ratebeer.com/beer/desert-eagle-pomegranate-wheat/192858/"
"5.9","1","Desert Eagle Pumpkin Dunkel","http://www.ratebeer.com/beer/desert-eagle-pumpkin-dunkel/293066/"
"6.2","7","Desert Eagle Red Mountain Ale","http://www.ratebeer.com/beer/desert-eagle-red-mountain-ale/188299/"
"5.9","3","Desert Eagle Roman Eagle Xtra Pale Ale","http://www.ratebeer.com/beer/desert-eagle-roman-eagle-xtra-pale-ale/207220/"
"7.4","6","Desert Eagle Route 66 IPA","http://www.ratebeer.com/beer/desert-eagle-route-66-ipa/188305/"
"6.9","0","Desert Eagle Route 66 X IPA","http://www.ratebeer.com/beer/desert-eagle-route-66-x-ipa/266342/"
"8","2","Desert Eagle Russian Imperial Stout - Oaked","http://www.ratebeer.com/beer/desert-eagle-russian-imperial-stout--oaked/188303/"
"5.9","4","Desert Eagle Rye Pale Ale","http://www.ratebeer.com/beer/desert-eagle-rye-pale-ale/215751/"
"5.9","2","Desert Eagle Rye Pale Ale - Oaked","http://www.ratebeer.com/beer/desert-eagle-rye-pale-ale--oaked/191738/"
"5.8","2","Desert Eagle Smoked Porter","http://www.ratebeer.com/beer/desert-eagle-smoked-porter/207221/"
"4.7","2","Desert Eagle Summer Ale","http://www.ratebeer.com/beer/desert-eagle-summer-ale/188300/"
"6.6","4","Dragoon / Fate (AZ) Infringement Pils","http://www.ratebeer.com/beer/dragoon--fate-az-infringement-pils/273426/"
"5.5","3","Dragoon / New Belgium Westerbrü","http://www.ratebeer.com/beer/dragoon--new-belgium-westerbru/231121/"
"6","3","Dragoon / Ten Fifty-Five Tea Loc Saison","http://www.ratebeer.com/beer/dragoon--ten-fifty-five-tea-loc-saison/261944/"
"5.5","1","Dragoon 20-Pounder","http://www.ratebeer.com/beer/dragoon-20-pounder/194820/"
"6.5","2","Dragoon B.A.D. Amber Ale","http://www.ratebeer.com/beer/dragoon-bad-amber-ale/190247/"
"6.4","3","Dragoon Batch 100","http://www.ratebeer.com/beer/dragoon-batch-100/222358/"
"10.6","13","Dragoon Bière del Bac","http://www.ratebeer.com/beer/dragoon-biere-del-bac/194819/"
"9.4","1","Dragoon Canadian Tuxedo","http://www.ratebeer.com/beer/dragoon-canadian-tuxedo/280821/"
"4","11","Dragoon Daisy","http://www.ratebeer.com/beer/dragoon-daisy/216326/"
"8.6","3","Dragoon Double Red IPA","http://www.ratebeer.com/beer/dragoon-double-red-ipa/252157/"
"4.3","3","Dragoon E. River Collaboration Saison","http://www.ratebeer.com/beer/dragoon-e-river-collaboration-saison/198912/"
"3.8","1","Dragoon Florecita","http://www.ratebeer.com/beer/dragoon-florecita/284912/"
"4.4","4","Dragoon Half Moon Dunkel Weisse","http://www.ratebeer.com/beer/dragoon-half-moon-dunkel-weisse/237260/"
"7.3","51","Dragoon IPA","http://www.ratebeer.com/beer/dragoon-ipa/171304/"
"13.25","1","Dragoon Lazarus","http://www.ratebeer.com/beer/dragoon-lazarus/310629/"
"5.6","6","Dragoon Monsooner","http://www.ratebeer.com/beer/dragoon-monsooner/185369/"
"5.6","10","Dragoon Ojo Blanco","http://www.ratebeer.com/beer/dragoon-ojo-blanco/183526/"
"9.2","9","Dragoon Ryelander","http://www.ratebeer.com/beer/dragoon-ryelander/205010/"
"7.1","12","Dragoon Saison Blue","http://www.ratebeer.com/beer/dragoon-saison-blue/177647/"
"7.5","4","Dragoon Saison Blue (Barrel Aged)","http://www.ratebeer.com/beer/dragoon-saison-blue-barrel-aged/219451/"
"5.6","1","Dragoon Santiago","http://www.ratebeer.com/beer/dragoon-santiago/285625/"
"10.5","8","Dragoon Sarcosuchus","http://www.ratebeer.com/beer/dragoon-sarcosuchus/219450/"
"6.2","6","Dragoon Scout Porter","http://www.ratebeer.com/beer/dragoon-scout-porter/197482/"
"6.2","3","Dragoon Scout Porter (Barrel Aged)","http://www.ratebeer.com/beer/dragoon-scout-porter-barrel-aged/263265/"
"4.1","6","Dragoon St Pat’s Stout","http://www.ratebeer.com/beer/dragoon-st-pats-stout/205016/"
"5.6","2","Dragoon Stoutstanding","http://www.ratebeer.com/beer/dragoon-stoutstanding/250847/"
"4.8","15","Dragoon Stronghold Session Ale","http://www.ratebeer.com/beer/dragoon-stronghold-session-ale/172187/"
"6.2","2","Dragoon Tartan 479","http://www.ratebeer.com/beer/dragoon-tartan-479/222643/"
"10.4","11","Dragoon The Dos","http://www.ratebeer.com/beer/dragoon-the-dos/219449/"
"10.4","3","Dragoon The Dos (Bourbon Barrel)","http://www.ratebeer.com/beer/dragoon-the-dos-bourbon-barrel/263283/"
"5.3","2","Dragoon The Unihopper Pale Ale: Apollo","http://www.ratebeer.com/beer/dragoon-the-unihopper-pale-ale-apollo/255485/"
"5.3","1","Dragoon The Unihopper Pale Ale: Bravo","http://www.ratebeer.com/beer/dragoon-the-unihopper-pale-ale-bravo/263259/"
"5.5","3","Dragoon The Unihopper Pale Ale: Calypso","http://www.ratebeer.com/beer/dragoon-the-unihopper-pale-ale-calypso/208443/"
"5.3","2","Dragoon The Unihopper Pale Ale: Centennial","http://www.ratebeer.com/beer/dragoon-the-unihopper-pale-ale-centennial/235720/"
"5.5","2","Dragoon The Unihopper Pale Ale: Citra","http://www.ratebeer.com/beer/dragoon-the-unihopper-pale-ale-citra/280887/"
"5.3","1","Dragoon The Unihopper Pale Ale: Nelson Sauvin","http://www.ratebeer.com/beer/dragoon-the-unihopper-pale-ale-nelson-sauvin/308949/"
"5.3","1","Dragoon The Unihopper Pale Ale: X-Hop #0121","http://www.ratebeer.com/beer/dragoon-the-unihopper-pale-ale-x-hop-0121/235723/"
"10.4","0","Dragoon The Uno - Russian Imperial Stout","http://www.ratebeer.com/beer/dragoon-the-uno--russian-imperial-stout/175558/"
"9.8","0","Dubina Arrowhead Imperial IPA","http://www.ratebeer.com/beer/dubina-arrowhead-imperial-ipa/285941/"
"7.3","0","Dubina Bell Road IPA","http://www.ratebeer.com/beer/dubina-bell-road-ipa/285948/"
"6.7","0","Dubina Brown Ale","http://www.ratebeer.com/beer/dubina-brown-ale/285946/"
"4.5","0","Dubina Candy Cream Ale","http://www.ratebeer.com/beer/dubina-candy-cream-ale/285947/"
"7.4","2","Dubina Fall Maple Strong Ale","http://www.ratebeer.com/beer/dubina-fall-maple-strong-ale/297793/"
"4.5","1","Dubina Good Morning Glendale Coffee Stout","http://www.ratebeer.com/beer/dubina-good-morning-glendale-coffee-stout/301750/"
"5.4","0","Dubina Havasu Hefeweizen","http://www.ratebeer.com/beer/dubina-havasu-hefeweizen/285944/"
"5.2","0","Dubina Mr. D’s Milk Stout","http://www.ratebeer.com/beer/dubina-mr-ds-milk-stout/285943/"
"5.9","1","Dubina Pump Kin Pie Ale","http://www.ratebeer.com/beer/dubina-pump-kin-pie-ale/297792/"
"4.9","0","Dubina Reinheit Wheat","http://www.ratebeer.com/beer/dubina-reinheit-wheat/285950/"
"7","0","Dubina Vanilkova (Vanilla) Porter","http://www.ratebeer.com/beer/dubina-vanilkova-vanilla-porter/285949/"
"5.5","3","Dubina What Gose Up?","http://www.ratebeer.com/beer/dubina-what-gose-up/297791/"
"6.1","0","Dubina Zizkov Kölsch","http://www.ratebeer.com/beer/dubina-zizkov-kolsch/285945/"
"5.5","5","Fate (AZ) / Four Peaks Collaboration American-Belgo Pale Ale","http://www.ratebeer.com/beer/fate-az--four-peaks-collaboration-american-belgo-pale-ale/201207/"
"9","12","Fate (AZ) / Mother Road Coffee Imperial Stout","http://www.ratebeer.com/beer/fate-az--mother-road-coffee-imperial-stout/243106/"
"","8","Fate (AZ) / Sonoran / OHSO Figmentation Double Collabbey","http://www.ratebeer.com/beer/fate-az--sonoran--ohso-figmentation-double-collabbey/201262/"
"3.8","1","Fate (AZ) / OHSO Tart Cherry Pie","http://www.ratebeer.com/beer/fate-az--ohso-tart-cherry-pie/300787/"
"7.2","5","Fate (AZ) / Ten Fifty-Five Into the Wild Sour Stout","http://www.ratebeer.com/beer/fate-az--ten-fifty-five-into-the-wild-sour-stout/277320/"
"7.8","2","Fate (AZ) / Ten Fifty-Five Into the Wild Sour Stout - Wine Barrel","http://www.ratebeer.com/beer/fate-az--ten-fifty-five-into-the-wild-sour-stout--wine-barrel/300782/"
"8","3","Fate (AZ) 2nd Anniversary Double Pale Ale","http://www.ratebeer.com/beer/fate-az-2nd-anniversary-double-pale-ale/297866/"
"5.5","5","Fate (AZ) American Amber Ale","http://www.ratebeer.com/beer/fate-az-american-amber-ale/255969/"
"6","13","Fate (AZ) American Brown Ale","http://www.ratebeer.com/beer/fate-az-american-brown-ale/194315/"
"5.8","3","Fate (AZ) American Brown Ale with Orange Zest, Cocoa Nibs, Vanilla Beans","http://www.ratebeer.com/beer/fate-az-american-brown-ale-with-orange-zest-cocoa-nibs-vanilla-beans/266321/"
"6","27","Fate (AZ) American Pale Ale","http://www.ratebeer.com/beer/fate-az-american-pale-ale/190853/"
"6","8","Fate (AZ) American Pale Ale - Cedar Aged","http://www.ratebeer.com/beer/fate-az-american-pale-ale--cedar-aged/213592/"
"6","2","Fate (AZ) American Wheat IPA","http://www.ratebeer.com/beer/fate-az-american-wheat-ipa/308648/"
"8","11","Fate (AZ) Anniversary Double Pale Ale","http://www.ratebeer.com/beer/fate-az-anniversary-double-pale-ale/236639/"
"5.5","13","Fate (AZ) Anniversary Single Pale Ale","http://www.ratebeer.com/beer/fate-az-anniversary-single-pale-ale/237707/"
"5","12","Fate (AZ) Bamberg Hefeweizen","http://www.ratebeer.com/beer/fate-az-bamberg-hefeweizen/251276/"
"10.5","3","Fate (AZ) Barrel Aged Double Stout","http://www.ratebeer.com/beer/fate-az-barrel-aged-double-stout/300783/"
"10.7","5","Fate (AZ) Barrel Aged Sour Golden Ale","http://www.ratebeer.com/beer/fate-az-barrel-aged-sour-golden-ale/300785/"
"7.1","12","Fate (AZ) Belgian Dubbel","http://www.ratebeer.com/beer/fate-az-belgian-dubbel/228019/"
"7","7","Fate (AZ) Belgian Saison","http://www.ratebeer.com/beer/fate-az-belgian-saison/196023/"
"4.9","8","Fate (AZ) Belgian Wit","http://www.ratebeer.com/beer/fate-az-belgian-wit/216399/"
"8.3","11","Fate (AZ) Belgo American Tripel","http://www.ratebeer.com/beer/fate-az-belgo-american-tripel/231502/"
"5.7","2","Fate (AZ) Belgo Mango Pale Ale","http://www.ratebeer.com/beer/fate-az-belgo-mango-pale-ale/272979/"
"5.7","3","Fate (AZ) Belgo Pale Ale","http://www.ratebeer.com/beer/fate-az-belgo-pale-ale/265690/"
"5.2","9","Fate (AZ) BerLEMONer","http://www.ratebeer.com/beer/fate-az-berlemoner/258251/"
"5.2","4","Fate (AZ) BerLIMEner","http://www.ratebeer.com/beer/fate-az-berlimener/295187/"
"2.8","3","Fate (AZ) Berliner Weisse","http://www.ratebeer.com/beer/fate-az-berliner-weisse/244548/"
"7.5","14","Fate (AZ) Black IPA","http://www.ratebeer.com/beer/fate-az-black-ipa/204252/"
"7.8","2","Fate (AZ) Breakfast 4 Dinner","http://www.ratebeer.com/beer/fate-az-breakfast-4-dinner/277334/"
"5.8","42","Fate (AZ) Candy Bar Milk Stout","http://www.ratebeer.com/beer/fate-az-candy-bar-milk-stout/212809/"
"6","2","Fate (AZ) Candy Bar Milk Stout - Coconut Almond","http://www.ratebeer.com/beer/fate-az-candy-bar-milk-stout--coconut-almond/296529/"
"6","2","Fate (AZ) Candy Bar Milk Stout - Peppermint Patty","http://www.ratebeer.com/beer/fate-az-candy-bar-milk-stout--peppermint-patty/296530/"
"6.2","6","Fate (AZ) Chocolate Chili Milk Stout - Chipotle","http://www.ratebeer.com/beer/fate-az-chocolate-chili-milk-stout--chipotle/205748/"
"5.8","10","Fate (AZ) Chocolate Chili Milk Stout - Jalapeño","http://www.ratebeer.com/beer/fate-az-chocolate-chili-milk-stout--jalapeno/254984/"
"5.8","5","Fate (AZ) Chocolate Chili Milk Stout - Vanilla Bean","http://www.ratebeer.com/beer/fate-az-chocolate-chili-milk-stout--vanilla-bean/239148/"
"5.8","0","Fate (AZ) Chocolate Chili Stout","http://www.ratebeer.com/beer/fate-az-chocolate-chili-stout/265925/"
"5.4","5","Fate (AZ) Chocolate Coffee ESB","http://www.ratebeer.com/beer/fate-az-chocolate-coffee-esb/224106/"
"5.8","0","Fate (AZ) Chocolate Orange Brown Ale","http://www.ratebeer.com/beer/fate-az-chocolate-orange-brown-ale/240641/"
"4.5","3","Fate (AZ) Coffee and Cream","http://www.ratebeer.com/beer/fate-az-coffee-and-cream/251610/"
"7.5","7","Fate (AZ) Coffee Black IPA","http://www.ratebeer.com/beer/fate-az-coffee-black-ipa/223292/"
"5.3","5","Fate (AZ) Coffee Brown","http://www.ratebeer.com/beer/fate-az-coffee-brown/210196/"
"4.5","0","Fate (AZ) Coffee Cream Ale","http://www.ratebeer.com/beer/fate-az-coffee-cream-ale/251793/"
"7.3","8","Fate (AZ) Coffee IPA","http://www.ratebeer.com/beer/fate-az-coffee-ipa/224432/"
"5.8","5","Fate (AZ) Coffee Milk Stout","http://www.ratebeer.com/beer/fate-az-coffee-milk-stout/213415/"
"5.6","4","Fate (AZ) Coffee Oatmeal Stout","http://www.ratebeer.com/beer/fate-az-coffee-oatmeal-stout/199976/"
"6","8","Fate (AZ) Coffee Pale Ale","http://www.ratebeer.com/beer/fate-az-coffee-pale-ale/198715/"
"4.8","18","Fate (AZ) Cream Ale","http://www.ratebeer.com/beer/fate-az-cream-ale/190852/"
"4.5","13","Fate (AZ) Cream Ale - Hatch Chilis","http://www.ratebeer.com/beer/fate-az-cream-ale--hatch-chilis/234543/"
"5","7","Fate (AZ) Cucumber Saison","http://www.ratebeer.com/beer/fate-az-cucumber-saison/242964/"
"8.5","23","Fate (AZ) Double (Imperial) IPA","http://www.ratebeer.com/beer/fate-az-double-imperial-ipa/190854/"
"8.2","4","Fate (AZ) Double Honey IPA","http://www.ratebeer.com/beer/fate-az-double-honey-ipa/286726/"
"9","22","Fate (AZ) Double Oatmeal IPA","http://www.ratebeer.com/beer/fate-az-double-oatmeal-ipa/216194/"
"8.3","4","Fate (AZ) Double Oatmeal IPA - Coconut","http://www.ratebeer.com/beer/fate-az-double-oatmeal-ipa--coconut/217512/"
"8.3","5","Fate (AZ) Double Oatmeal IPA - Coffee","http://www.ratebeer.com/beer/fate-az-double-oatmeal-ipa--coffee/220404/"
"9","2","Fate (AZ) Double Oatmeal IPA - Lime in the Coconut","http://www.ratebeer.com/beer/fate-az-double-oatmeal-ipa--lime-in-the-coconut/265689/"
"10","3","Fate (AZ) Double Stout","http://www.ratebeer.com/beer/fate-az-double-stout/293203/"
"7.4","1","Fate (AZ) Droppin’ Beetz","http://www.ratebeer.com/beer/fate-az-droppin-beetz/310307/"
"9.5","5","Fate (AZ) El Último Mexican Hot Chocolate Stout","http://www.ratebeer.com/beer/fate-az-el-ultimo-mexican-hot-chocolate-stout/265927/"
"5.4","8","Fate (AZ) ESB","http://www.ratebeer.com/beer/fate-az-esb/223294/"
"7","3","Fate (AZ) Extra Stout","http://www.ratebeer.com/beer/fate-az-extra-stout/306219/"
"7","2","Fate (AZ) Extra Stout - Gingerbread","http://www.ratebeer.com/beer/fate-az-extra-stout--gingerbread/306220/"
"7.4","3","Fate (AZ) Fancy IPA","http://www.ratebeer.com/beer/fate-az-fancy-ipa/292041/"
"9","5","Fate (AZ) Gingerbread Imperial Stout","http://www.ratebeer.com/beer/fate-az-gingerbread-imperial-stout/243302/"
"7.3","4","Fate (AZ) Grapefruit IPA","http://www.ratebeer.com/beer/fate-az-grapefruit-ipa/252256/"
"6","5","Fate (AZ) Habanero Pale Ale","http://www.ratebeer.com/beer/fate-az-habanero-pale-ale/210929/"
"5.2","7","Fate (AZ) Hefeweizen","http://www.ratebeer.com/beer/fate-az-hefeweizen/199272/"
"5","5","Fate (AZ) Hibiscus Saison","http://www.ratebeer.com/beer/fate-az-hibiscus-saison/251791/"
"9.5","8","Fate (AZ) Imperial Candy Bar Stout - Barrel Aged","http://www.ratebeer.com/beer/fate-az-imperial-candy-bar-stout--barrel-aged/251790/"
"8.3","11","Fate (AZ) Imperial Coffee Milk Porter","http://www.ratebeer.com/beer/fate-az-imperial-coffee-milk-porter/271654/"
"9","0","Fate (AZ) Imperial Coffee Stout","http://www.ratebeer.com/beer/fate-az-imperial-coffee-stout/265926/"
"9.5","0","Fate (AZ) Imperial Mexican Hot Chocolate Stout","http://www.ratebeer.com/beer/fate-az-imperial-mexican-hot-chocolate-stout/265924/"
"6.8","4","Fate (AZ) Imperial Red","http://www.ratebeer.com/beer/fate-az-imperial-red/208500/"
"5.8","5","Fate (AZ) International Pale Ale","http://www.ratebeer.com/beer/fate-az-international-pale-ale/279021/"
"5.7","3","Fate (AZ) International Pale Ale - Nelson Sauvin","http://www.ratebeer.com/beer/fate-az-international-pale-ale--nelson-sauvin/306222/"
"5.4","18","Fate (AZ) Irish Red Ale","http://www.ratebeer.com/beer/fate-az-irish-red-ale/190855/"
"5.2","1","Fate (AZ) It Gose on the Rocks","http://www.ratebeer.com/beer/fate-az-it-gose-on-the-rocks/300786/"
"6","3","Fate (AZ) Jalapeño Cream Ale","http://www.ratebeer.com/beer/fate-az-jalapeno-cream-ale/212020/"
