"name"
"Bad Water Brewing"
"Barley Brothers Brewery and Grill"
"Barnstar Brewing Company"
"Barrio Brewing Co."
"Beast Brewing Company"
"Beaver Street Brewery"
"Beer Research Institute"
"Black Bridge Brewery"
"Black Hole Beer Company"
"Black Mountain Brewing Co."
"Bold Barley Brewing"
"Borderlands Brewing Company"
"Brewers Restaurant & Sports Bar"
"Cartel Coffee Lab"
"Casa Arriba Brewing Company"
"College Street Brewhouse & Pub"
"Cosmic Beer & Distributing"
"Desert Eagle Brewing Company"
"Dragoon Brewing Company"
"Dubina Brewing Company"
"Fate Brewing Company (AZ)"
"Flagstaff Brewing Company"
"Four Peaks Brewing Company"
"Freak’N Brewing Company"
"Gentle Bens Brewing Company"
"Grand Canyon Brewing Company"
"Granite Mountain Brewing"
"Historic Brewing Company"
"Huss Brewing Company"
"Iron John’s Brewing Company, LLC"
"Lonesome Valley Brewing"
"Lumberyard Brewing Company"
"Mad Hatter Brew Pub"
"Mother Bunch Brewing"
"Mother Road Brewing Company"
"Mudshark Brewing Company"
"Nimbus Brewing Company"
"North Mountain Brewing Company"
"O.H.S.O. Eatery & NanoBrewery"
"Oak Creek Brewing Co."
"Old Bisbee Brewing Company"
"Old World Brewery"
"Owl’s Orchard Brewery"
"Papago Brewing"
"Peoria Artisan Brewery"
"Perch Pub & Brewery"
"Phoenix Ale Brewery"
"Pinetop Brewing Company"
"Pinnacle Peak Patio Steakhouse"
"Prescott Brewing Company"
"Prison Hill Brewing Company"
"Pueblo Vida Brewing Company"
"Rock Bottom Arrowhead"
"Rock Bottom Scottsdale"
"SanTan Brewing Company"
"Scottsdale Beer Company"
"Sentinel Peak Brewing Company"
"Sleepy Dog Saloon & Brewery"
"Sonoran Brewing Company"
"Sun Up Brewing Company (Sonora Brewhouse)"
"Ten Fifty-Five Brewing"
"THAT Brewery & Pub at Rimside"
"The Address Brewing Co"
"Thunder Canyon Brewery"
"Uncle Bear’s Brewery"
"Verde Brewing Company"
"Wanderlust Brewing Company"
"beer"
"abv","nratings","url.text","url.href"
"8","0","Granite Mountain Wee Heavy","http://www.ratebeer.com/beer/granite-mountain-wee-heavy/260073/"
"7.9","1","Granite Mountain Winter Warmer","http://www.ratebeer.com/beer/granite-mountain-winter-warmer/243630/"
"10.4","3","Historic Bear Arms","http://www.ratebeer.com/beer/historic-bear-arms/252026/"
"6.8","0","Historic Bi-Polar Express","http://www.ratebeer.com/beer/historic-bi-polar-express/241744/"
"5","2","Historic Deer Lord Alt","http://www.ratebeer.com/beer/historic-deer-lord-alt/241738/"
"4.8","5","Historic Everyday Special Hopped-Up Pils","http://www.ratebeer.com/beer/historic-everyday-special-hopped-up-pils/241737/"
"5","1","Historic Funkin’ Gonuts Dunkelweizen","http://www.ratebeer.com/beer/historic-funkin-gonuts-dunkelweizen/280884/"
"5.5","1","Historic Guns N’ Roses Pale Ale","http://www.ratebeer.com/beer/historic-guns-n-roses-pale-ale/241743/"
"5.5","6","Historic Joy Rye’d Pale","http://www.ratebeer.com/beer/historic-joy-ryed-pale/241736/"
"8.2","1","Historic Nooks & Crannies","http://www.ratebeer.com/beer/historic-nooks-crannies/299354/"
"6.4","1","Historic Opposable IPA","http://www.ratebeer.com/beer/historic-opposable-ipa/241740/"
"6","12","Historic Piehole Cherry Vanilla Porter","http://www.ratebeer.com/beer/historic-piehole-cherry-vanilla-porter/241735/"
"5.8","1","Historic Shutdown Stout","http://www.ratebeer.com/beer/historic-shutdown-stout/241741/"
"4.9","1","Historic The Unnamed American Ale","http://www.ratebeer.com/beer/historic-the-unnamed-american-ale/299352/"
"5","1","Historic Undercover Cucumber Lager","http://www.ratebeer.com/beer/historic-undercover-cucumber-lager/285631/"
"5","1","Historic Weird Ale Yankovic","http://www.ratebeer.com/beer/historic-weird-ale-yankovic/299353/"
"8","6","Huss / Destihl Snowbird Imperial Oatmeal Stout","http://www.ratebeer.com/beer/huss--destihl-snowbird-imperial-oatmeal-stout/248955/"
"8","1","Huss / Destihl Snowbird Imperial Oatmeal Stout - Peanut Butter Oatmeal Cookie","http://www.ratebeer.com/beer/huss--destihl-snowbird-imperial-oatmeal-stout--peanut-butter-oatmeal-cookie/252640/"
"9","3","Huss / Destihl Snowbird Imperial Oatmeal Stout - Rye Whiskey Barrel","http://www.ratebeer.com/beer/huss--destihl-snowbird-imperial-oatmeal-stout--rye-whiskey-barrel/284591/"
"6.3","9","Huss Amarillo By Morning","http://www.ratebeer.com/beer/huss-amarillo-by-morning/242585/"
"4.9","7","Huss Das Alt Folks","http://www.ratebeer.com/beer/huss-das-alt-folks/238094/"
"5.7","4","Huss Fresh Magic","http://www.ratebeer.com/beer/huss-fresh-magic/286733/"
"7.1","2","Huss Grapefruit Gargoyle IPA","http://www.ratebeer.com/beer/huss-grapefruit-gargoyle-ipa/289844/"
"5.7","9","Huss Magic In The Ivy","http://www.ratebeer.com/beer/huss-magic-in-the-ivy/252174/"
"5","10","Huss Rice Pudding Porter","http://www.ratebeer.com/beer/huss-rice-pudding-porter/241275/"
"5.1","4","Huss Rise of the Rio","http://www.ratebeer.com/beer/huss-rise-of-the-rio/293358/"
"4.75","8","Huss Scottsdale Blonde","http://www.ratebeer.com/beer/huss-scottsdale-blonde/235386/"
"5.5","4","Huss Southern Hussy","http://www.ratebeer.com/beer/huss-southern-hussy/280329/"
"5.5","1","Huss Sunday Funday","http://www.ratebeer.com/beer/huss-sunday-funday/280897/"
"7.1","13","Huss That’ll Do IPA","http://www.ratebeer.com/beer/huss-thatll-do-ipa/235385/"
"7.2","3","Huss That’ll Do IPA - Rye Whiskey Barrel","http://www.ratebeer.com/beer/huss-thatll-do-ipa--rye-whiskey-barrel/297995/"
"5.5","63","Papago Coconut Joe","http://www.ratebeer.com/beer/papago-coconut-joe/103220/"
"7.5","5","Papago Hopago IPA","http://www.ratebeer.com/beer/papago-hopago-ipa/266422/"
"5","83","Papago Orange Blossom Special","http://www.ratebeer.com/beer/papago-orange-blossom-special/48608/"
"9","1","Iron John’s Black Hearted Mary Imperial Stout","http://www.ratebeer.com/beer/iron-johns-black-hearted-mary-imperial-stout/248613/"
"6.5","1","Iron John’s Cisco Double IPA","http://www.ratebeer.com/beer/iron-johns-cisco-double-ipa/258725/"
"8","1","Iron John’s Code Talker","http://www.ratebeer.com/beer/iron-johns-code-talker/288880/"
"5","1","Iron John’s Diego IPA","http://www.ratebeer.com/beer/iron-johns-diego-ipa/258730/"
"6.9","2","Iron John’s Fire & Flavor","http://www.ratebeer.com/beer/iron-johns-fire-flavor/285628/"
"5","1","Iron John’s Mustang Sally","http://www.ratebeer.com/beer/iron-johns-mustang-sally/280825/"
"7","1","Iron John’s Oak-N-Rye Barleywine Ale","http://www.ratebeer.com/beer/iron-johns-oak-n-rye-barleywine-ale/258728/"
"5","1","Iron John’s Red Rye Lager","http://www.ratebeer.com/beer/iron-johns-red-rye-lager/258729/"
"5.5","1","Iron John’s San Patricio Irish Whiskey-Oaked Dry Stout","http://www.ratebeer.com/beer/iron-johns-san-patricio-irish-whiskey-oaked-dry-stout/258726/"
"7","0","Lonesome Valley Big Neib IPA","http://www.ratebeer.com/beer/lonesome-valley-big-neib-ipa/276417/"
"5.5","0","Lonesome Valley Glassford Hill Pale Ale","http://www.ratebeer.com/beer/lonesome-valley-glassford-hill-pale-ale/276418/"
"5.9","0","Lonesome Valley Jazzy Jeff Amber","http://www.ratebeer.com/beer/lonesome-valley-jazzy-jeff-amber/276415/"
"5.4","0","Lonesome Valley Power Jam Porter","http://www.ratebeer.com/beer/lonesome-valley-power-jam-porter/276419/"
"4.6","0","Lonesome Valley Rye-Gun","http://www.ratebeer.com/beer/lonesome-valley-rye-gun/276416/"
"","1","Lumberyard 70 Shilling","http://www.ratebeer.com/beer/lumberyard-70-shilling/210485/"
"5.7","4","Lumberyard Amber Ale","http://www.ratebeer.com/beer/lumberyard-amber-ale/220631/"
"5","3","Lumberyard American Brown","http://www.ratebeer.com/beer/lumberyard-american-brown/188043/"
"4.4","4","Lumberyard Apricot Ale","http://www.ratebeer.com/beer/lumberyard-apricot-ale/125778/"
"10","3","Lumberyard Barleywine","http://www.ratebeer.com/beer/lumberyard-barleywine/177328/"
"9.2","3","Lumberyard Belgian Dubbel","http://www.ratebeer.com/beer/lumberyard-belgian-dubbel/218543/"
"","4","Lumberyard Black IPA","http://www.ratebeer.com/beer/lumberyard-black-ipa/157869/"
"10.8","18","Lumberyard Belgian Trippel","http://www.ratebeer.com/beer/lumberyard-belgian-trippel/125975/"
"","5","Lumberyard Cream Ale","http://www.ratebeer.com/beer/lumberyard-cream-ale/161143/"
"9.2","6","Lumberyard Big Rapid Red Imperial Red Ale","http://www.ratebeer.com/beer/lumberyard-big-rapid-red-imperial-red-ale/168572/"
"5.7","2","Lumberyard Dark Lager","http://www.ratebeer.com/beer/lumberyard-dark-lager/261821/"
"8.3","3","Lumberyard Dark Sky Ale","http://www.ratebeer.com/beer/lumberyard-dark-sky-ale/171818/"
"5","2","Lumberyard Diamond Down Lager","http://www.ratebeer.com/beer/lumberyard-diamond-down-lager/279775/"
"","1","Lumberyard Flagstaff IPA aged in Bourbon Barrels","http://www.ratebeer.com/beer/lumberyard-flagstaff-ipa-aged-in-bourbon-barrels/301493/"
"6","3","Lumberyard Dunkelweizen","http://www.ratebeer.com/beer/lumberyard-dunkelweizen/165518/"
"9.2","17","Lumberyard Fireside Ale","http://www.ratebeer.com/beer/lumberyard-fireside-ale/157865/"
"","1","Lumberyard Holiday Spice","http://www.ratebeer.com/beer/lumberyard-holiday-spice/210484/"
"6.1","68","Lumberyard Flagstaff India Pale Ale","http://www.ratebeer.com/beer/lumberyard-flagstaff-india-pale-ale/125776/"
"6.1","31","Lumberyard Flagstaff IPA","http://www.ratebeer.com/beer/lumberyard-flagstaff-ipa/210619/"
"4.4","10","Lumberyard Gold","http://www.ratebeer.com/beer/lumberyard-gold/125788/"
"5.6","33","Lumberyard Hefeweizen","http://www.ratebeer.com/beer/lumberyard-hefeweizen/125789/"
"","4","Lumberyard Kind Brew IPA","http://www.ratebeer.com/beer/lumberyard-kind-brew-ipa/145780/"
"9.5","1","Lumberyard High Water Imperial IPA","http://www.ratebeer.com/beer/lumberyard-high-water-imperial-ipa/251840/"
"7.8","3","Lumberyard Imperial Amber","http://www.ratebeer.com/beer/lumberyard-imperial-amber/125977/"
"9.5","9","Lumberyard Imperial IPA","http://www.ratebeer.com/beer/lumberyard-imperial-ipa/180002/"
"","7","Lumberyard Pipeline Pilsner","http://www.ratebeer.com/beer/lumberyard-pipeline-pilsner/148385/"
"6.75","13","Lumberyard Imperial Porter","http://www.ratebeer.com/beer/lumberyard-imperial-porter/124685/"
"9.5","35","Lumberyard Imperial Red","http://www.ratebeer.com/beer/lumberyard-imperial-red/140828/"
"10","6","Lumberyard Inner Basin Barleywine Bourbon Barrel Aged","http://www.ratebeer.com/beer/lumberyard-inner-basin-barleywine-bourbon-barrel-aged/180343/"
"5.4","20","Lumberyard Knotty Pine Pale Ale","http://www.ratebeer.com/beer/lumberyard-knotty-pine-pale-ale/247664/"
"5.3","2","Lumberyard Lumberjack Lager","http://www.ratebeer.com/beer/lumberyard-lumberjack-lager/125791/"
"9.5","8","Lumberyard Monsoon Madness Imperial Double IPA Oak Aged in Bourbon Barrels","http://www.ratebeer.com/beer/lumberyard-monsoon-madness-imperial-double-ipa-oak-aged-in-bourbon-barrels/188724/"
"6.1","1","Lumberyard Oatmeal Stout","http://www.ratebeer.com/beer/lumberyard-oatmeal-stout/196769/"
"6","2","Lumberyard Oktoberfest Marzen","http://www.ratebeer.com/beer/lumberyard-oktoberfest-marzen/236976/"
"6.7","16","Lumberyard Porter","http://www.ratebeer.com/beer/lumberyard-porter/210483/"
"4.8","1","Lumberyard Prince George American Pale Ale","http://www.ratebeer.com/beer/lumberyard-prince-george-american-pale-ale/224629/"
"4.8","1","Lumberyard Prince George’s English Pale Ale","http://www.ratebeer.com/beer/lumberyard-prince-georges-english-pale-ale/236982/"
"4.4","11","Lumberyard Raspberry","http://www.ratebeer.com/beer/lumberyard-raspberry/156471/"
"7","1","Lumberyard Red 42","http://www.ratebeer.com/beer/lumberyard-red-42/178260/"
"5.8","68","Lumberyard Red Ale","http://www.ratebeer.com/beer/lumberyard-red-ale/115755/"
"7.6","7","Lumberyard Scotch Ale","http://www.ratebeer.com/beer/lumberyard-scotch-ale/125976/"
"6.1","1","Lumberyard Spring Bock","http://www.ratebeer.com/beer/lumberyard-spring-bock/210471/"
"5","1","Lumberyard Sur Blanc Belgian Pale Ale","http://www.ratebeer.com/beer/lumberyard-sur-blanc-belgian-pale-ale/301492/"
"10.8","6","Beaver Street Belgian Trippel","http://www.ratebeer.com/beer/beaver-street-belgian-trippel/124678/"
"4.5","0","Mad Hatter Old Frog Grog","http://www.ratebeer.com/beer/mad-hatter-old-frog-grog/198354/"
"6","0","Mad Hatter One Eyed Ozzy","http://www.ratebeer.com/beer/mad-hatter-one-eyed-ozzy/198355/"
"5.1","0","Mad Hatter Rock Portage Red","http://www.ratebeer.com/beer/mad-hatter-rock-portage-red/198356/"
"6.5","1","Mad Hatter Trident Ale","http://www.ratebeer.com/beer/mad-hatter-trident-ale/198291/"
"4","0","Mother Bunch Belgian Blonde Ale","http://www.ratebeer.com/beer/mother-bunch-belgian-blonde-ale/288970/"
"","1","Mother Bunch Cherry Popper Porter","http://www.ratebeer.com/beer/mother-bunch-cherry-popper-porter/288966/"
"5.8","0","Mother Bunch Citra Session Pale Ale","http://www.ratebeer.com/beer/mother-bunch-citra-session-pale-ale/288968/"
"6.2","0","Mother Bunch Fresh Hop IPA","http://www.ratebeer.com/beer/mother-bunch-fresh-hop-ipa/288971/"
"","1","Mother Bunch McBride’s Irish Red","http://www.ratebeer.com/beer/mother-bunch-mcbrides-irish-red/298276/"
"4.6","0","Mother Bunch Kölsch","http://www.ratebeer.com/beer/mother-bunch-kolsch/288973/"
"","0","Mother Bunch Smart Blonde","http://www.ratebeer.com/beer/mother-bunch-smart-blonde/288974/"
"5.8","0","Mother Bunch Oatmeal Stout","http://www.ratebeer.com/beer/mother-bunch-oatmeal-stout/288967/"
"","0","Mother Bunch Whiskey Porter","http://www.ratebeer.com/beer/mother-bunch-whiskey-porter/288969/"
"6.6","1","Mother Bunch Saison Chinese 5 Spice","http://www.ratebeer.com/beer/mother-bunch-saison-chinese-5-spice/288972/"
"8","8","Mother Road Alternator Smoked Doppelbock","http://www.ratebeer.com/beer/mother-road-alternator-smoked-doppelbock/252150/"
"8.1","4","Mother Road Baconator","http://www.ratebeer.com/beer/mother-road-baconator/166548/"
"9.4","2","Mother Road Essex Belgian Golden Strong Ale","http://www.ratebeer.com/beer/mother-road-essex-belgian-golden-strong-ale/201668/"
"8.2","6","Mother Road First Anniversary Imperial Porter","http://www.ratebeer.com/beer/mother-road-first-anniversary-imperial-porter/197502/"
"","17","Mother Road Gold Road Kölsch Style Ale","http://www.ratebeer.com/beer/mother-road-gold-road-kolsch-style-ale/154158/"
"8.6","1","Mother Road Fools Gold","http://www.ratebeer.com/beer/mother-road-fools-gold/222632/"
"6.8","1","Mother Road Ground Control Coffee Stout","http://www.ratebeer.com/beer/mother-road-ground-control-coffee-stout/300379/"
"","1","Mother Road Model T Stout - Espresso","http://www.ratebeer.com/beer/mother-road-model-t-stout--espresso/300780/"
"8","37","Mother Road Lost Highway Imperial Black IPA","http://www.ratebeer.com/beer/mother-road-lost-highway-imperial-black-ipa/166558/"
"","1","Mother Road Painted Racer ESB - Barrel Aged","http://www.ratebeer.com/beer/mother-road-painted-racer-esb--barrel-aged/300781/"
"6.7","1","Mother Road Model T Stout","http://www.ratebeer.com/beer/mother-road-model-t-stout/299115/"
"","19","Mother Road Roadside American Ale","http://www.ratebeer.com/beer/mother-road-roadside-american-ale/154156/"
"7.3","3","Mother Road Painted Racer ESB","http://www.ratebeer.com/beer/mother-road-painted-racer-esb/178004/"
"","15","Mother Road Twin Arrows Brown Ale","http://www.ratebeer.com/beer/mother-road-twin-arrows-brown-ale/154157/"
"8.4","3","Mother Road Second Anniversary Ale","http://www.ratebeer.com/beer/mother-road-second-anniversary-ale/252033/"
"","1","Mother Road Wooden Spoke #1","http://www.ratebeer.com/beer/mother-road-wooden-spoke-1/265414/"
"8","1","Mother Road Spiced Porter","http://www.ratebeer.com/beer/mother-road-spiced-porter/282750/"
"8","2","Mother Road Stranded Winter Ale","http://www.ratebeer.com/beer/mother-road-stranded-winter-ale/194796/"
"4.3","2","Mother Road Sunset Kolsch Style Ale","http://www.ratebeer.com/beer/mother-road-sunset-kolsch-style-ale/282747/"
"6.8","9","Mother Road White Walls","http://www.ratebeer.com/beer/mother-road-white-walls/202786/"
"14","1","Mother Road Wooden Spoke #2","http://www.ratebeer.com/beer/mother-road-wooden-spoke-2/264724/"
"8","2","Mother Road Wooden Spoke #3","http://www.ratebeer.com/beer/mother-road-wooden-spoke-3/283259/"
"8","4","Mudshark 2012 Scotch Ale","http://www.ratebeer.com/beer/mudshark-2012-scotch-ale/164065/"
"10.2","1","Mudshark 2014 Scotch Ale","http://www.ratebeer.com/beer/mudshark-2014-scotch-ale/252154/"
"10.5","1","Mudshark Abominable Imperial Stout","http://www.ratebeer.com/beer/mudshark-abominable-imperial-stout/202795/"
"9.6","10","Mudshark Abominable Winter Ale","http://www.ratebeer.com/beer/mudshark-abominable-winter-ale/195271/"
"9.5","1","Mudshark Barrel Aged Abominable Imperial Stout","http://www.ratebeer.com/beer/mudshark-barrel-aged-abominable-imperial-stout/300530/"
"","1","Mudshark Bridal Blonde Ale","http://www.ratebeer.com/beer/mudshark-bridal-blonde-ale/77226/"
"7.2","3","Mudshark Barrel Aged IPA","http://www.ratebeer.com/beer/mudshark-barrel-aged-ipa/202797/"
"","2","Mudshark Bridge City IPA","http://www.ratebeer.com/beer/mudshark-bridge-city-ipa/75431/"
"","3","Mudshark Cherry Belgian Brown","http://www.ratebeer.com/beer/mudshark-cherry-belgian-brown/139407/"
"6","1","Mudshark Bourbon Barrel Stout","http://www.ratebeer.com/beer/mudshark-bourbon-barrel-stout/193196/"
"3","3","Mudshark Cherry Berlinerweiss","http://www.ratebeer.com/beer/mudshark-cherry-berlinerweiss/271209/"
"","2","Mudshark Double Decker Brown","http://www.ratebeer.com/beer/mudshark-double-decker-brown/100506/"
"5.6","1","Mudshark Coal In Your Stocking","http://www.ratebeer.com/beer/mudshark-coal-in-your-stocking/243385/"
"4.7","1","Mudshark Creme Brûlée Stout/Porter","http://www.ratebeer.com/beer/mudshark-creme-brulee-stout-porter/253320/"
"7.2","46","Mudshark Desert Magic IPA","http://www.ratebeer.com/beer/mudshark-desert-magic-ipa/70101/"
"5","42","Mudshark Dry Heat Hefeweizen","http://www.ratebeer.com/beer/mudshark-dry-heat-hefeweizen/29374/"
"4.3","0","Mudshark Dry Irish Stout","http://www.ratebeer.com/beer/mudshark-dry-irish-stout/34055/"
"5.75","2","Mudshark Forever Green IPA","http://www.ratebeer.com/beer/mudshark-forever-green-ipa/34057/"
"","2","Mudshark Havasu Helles","http://www.ratebeer.com/beer/mudshark-havasu-helles/23704/"
"5.3","1","Mudshark Fruitcake","http://www.ratebeer.com/beer/mudshark-fruitcake/243387/"
"8.5","81","Mudshark Full Moon Belgian White Ale","http://www.ratebeer.com/beer/mudshark-full-moon-belgian-white-ale/2250/"
"","1","Mudshark Mohave Rain","http://www.ratebeer.com/beer/mudshark-mohave-rain/62577/"
"12","2","Mudshark Full Moon Lunacy","http://www.ratebeer.com/beer/mudshark-full-moon-lunacy/219809/"
"5","1","Mudshark Gone Bananas","http://www.ratebeer.com/beer/mudshark-gone-bananas/224630/"
"","4","Mudshark Mudberry Ale","http://www.ratebeer.com/beer/mudshark-mudberry-ale/75432/"
"7.2","1","Mudshark Green Hornet Chili IPA","http://www.ratebeer.com/beer/mudshark-green-hornet-chili-ipa/202792/"
"","5","Mudshark Peaceful Pumpkin Ale","http://www.ratebeer.com/beer/mudshark-peaceful-pumpkin-ale/12811/"
"5.5","1","Mudshark Havablue Wheat Beer","http://www.ratebeer.com/beer/mudshark-havablue-wheat-beer/179471/"
"10","6","Mudshark Mackenzie Scotch Ale","http://www.ratebeer.com/beer/mudshark-mackenzie-scotch-ale/70103/"
"5","1","Mudshark Marshmellow Stout","http://www.ratebeer.com/beer/mudshark-marshmellow-stout/224625/"
"12","1","Mudshark Merise Jumelle","http://www.ratebeer.com/beer/mudshark-merise-jumelle/86010/"
"","5","Mudshark Saison de Re Quin","http://www.ratebeer.com/beer/mudshark-saison-de-re-quin/62576/"
"5.7","1","Mudshark Morning Buzz Coffee Stout","http://www.ratebeer.com/beer/mudshark-morning-buzz-coffee-stout/254700/"
"5.6","0","Mudshark Oktoberfest","http://www.ratebeer.com/beer/mudshark-oktoberfest/29377/"
"","1","Mudshark Underground Pale Ale","http://www.ratebeer.com/beer/mudshark-underground-pale-ale/37838/"
"12","4","Mudshark Peach Lunacy","http://www.ratebeer.com/beer/mudshark-peach-lunacy/224626/"
"5.5","2","Mudshark Pilot Shark Pilsener","http://www.ratebeer.com/beer/mudshark-pilot-shark-pilsener/34042/"
"4.4","2","Mudshark Pub Draft ESB","http://www.ratebeer.com/beer/mudshark-pub-draft-esb/34056/"
"12","2","Mudshark Raspberry Lunacy","http://www.ratebeer.com/beer/mudshark-raspberry-lunacy/252152/"
"5","4","Mudshark Raspberry Wheat","http://www.ratebeer.com/beer/mudshark-raspberry-wheat/29376/"
"4.2","6","Mudshark RoadZoda","http://www.ratebeer.com/beer/mudshark-roadzoda/219741/"
"5.2","16","Mudshark Scorpion Amber Ale","http://www.ratebeer.com/beer/mudshark-scorpion-amber-ale/23705/"
"9","2","Mudshark Shark Funk","http://www.ratebeer.com/beer/mudshark-shark-funk/252165/"
"4.3","7","Mudshark Skyline Stout","http://www.ratebeer.com/beer/mudshark-skyline-stout/20580/"
"5.2","7","Mudshark Spring Training Steam","http://www.ratebeer.com/beer/mudshark-spring-training-steam/202793/"
"4.5","26","Mudshark Up River Lager","http://www.ratebeer.com/beer/mudshark-up-river-lager/29375/"
"9.2","2","Mudshark Vanilla Caramel Porter","http://www.ratebeer.com/beer/mudshark-vanilla-caramel-porter/191363/"
"12","1","Mudshark Watermelon Lunacy","http://www.ratebeer.com/beer/mudshark-watermelon-lunacy/254874/"
"5.5","3","Mudshark Wild Watermelon","http://www.ratebeer.com/beer/mudshark-wild-watermelon/183993/"
"7.2","1","Mudshark WOB Anniversary Ale","http://www.ratebeer.com/beer/mudshark-wob-anniversary-ale/280890/"
"4.2","27","Nimbus A-1 Pilsner","http://www.ratebeer.com/beer/nimbus-a-1-pilsner/128956/"
"6.5","5","Nimbus Alt","http://www.ratebeer.com/beer/nimbus-alt/76395/"
"5.2","1","Nimbus Amarillo Brown","http://www.ratebeer.com/beer/nimbus-amarillo-brown/213305/"
"5","1","Nimbus Bavarian ESB","http://www.ratebeer.com/beer/nimbus-bavarian-esb/48757/"
"","2","Nimbus Belgian Golden Summer","http://www.ratebeer.com/beer/nimbus-belgian-golden-summer/109000/"
"4","2","Nimbus Belgian Gold","http://www.ratebeer.com/beer/nimbus-belgian-gold/72687/"
"6.5","6","Nimbus Belgian Strong Ale","http://www.ratebeer.com/beer/nimbus-belgian-strong-ale/82185/"
"5.2","15","Nimbus Belgian White Ale","http://www.ratebeer.com/beer/nimbus-belgian-white-ale/5599/"
"","1","Nimbus Cream Ale","http://www.ratebeer.com/beer/nimbus-cream-ale/225854/"
"6","3","Nimbus Bourbon Stout","http://www.ratebeer.com/beer/nimbus-bourbon-stout/82186/"
"","3","Nimbus Doppel Bock","http://www.ratebeer.com/beer/nimbus-doppel-bock/68126/"
"5","183","Nimbus Brown Ale","http://www.ratebeer.com/beer/nimbus-brown-ale/5594/"
"7","0","Nimbus Chocolate Porter","http://www.ratebeer.com/beer/nimbus-chocolate-porter/28096/"
"3.5","121","Nimbus Dirty Güera Blonde Ale","http://www.ratebeer.com/beer/nimbus-dirty-guera-blonde-ale/5603/"
"6.2","2","Nimbus Dunkel Weizen","http://www.ratebeer.com/beer/nimbus-dunkel-weizen/43556/"
"7.75","5","Nimbus Erics Mai Bock","http://www.ratebeer.com/beer/nimbus-erics-mai-bock/101213/"
"6","9","Nimbus Hefeweizen","http://www.ratebeer.com/beer/nimbus-hefeweizen/26579/"
"6.5","3","Nimbus Holly Daze","http://www.ratebeer.com/beer/nimbus-holly-daze/96862/"
"11.5","10","Nimbus Imperial Porter","http://www.ratebeer.com/beer/nimbus-imperial-porter/138625/"
"12","1","Nimbus Imperial Stout","http://www.ratebeer.com/beer/nimbus-imperial-stout/29903/"
"7","7","Nimbus IPA","http://www.ratebeer.com/beer/nimbus-ipa/33134/"
"8","6","Nimbus Koko-Nitro Porter","http://www.ratebeer.com/beer/nimbus-koko-nitro-porter/28541/"
"8","0","Nimbus No Evil","http://www.ratebeer.com/beer/nimbus-no-evil/7483/"
"5","242","Nimbus Oatmeal Stout","http://www.ratebeer.com/beer/nimbus-oatmeal-stout/5600/"
"5.5","2","Nimbus OConnors Irish Red","http://www.ratebeer.com/beer/nimbus-oconnors-irish-red/57498/"
"6","2","Nimbus Octoberfest","http://www.ratebeer.com/beer/nimbus-octoberfest/40539/"
"8","0","Nimbus Old Bumble","http://www.ratebeer.com/beer/nimbus-old-bumble/5602/"
"8","246","Nimbus Old Monkeyshine","http://www.ratebeer.com/beer/nimbus-old-monkeyshine/17533/"
"8.2","3","Nimbus Old Monkeyshine - Bourbon Barrel","http://www.ratebeer.com/beer/nimbus-old-monkeyshine--bourbon-barrel/97461/"
"5.5","0","Nimbus Pale Ale","http://www.ratebeer.com/beer/nimbus-pale-ale/73823/"
"5.5","175","Nimbus Palo Verde Pale Ale","http://www.ratebeer.com/beer/nimbus-palo-verde-pale-ale/5593/"
"5.5","5","Nimbus Porter (Smoked Porter)","http://www.ratebeer.com/beer/nimbus-porter-smoked-porter/57894/"
"5","131","Nimbus Red Ale","http://www.ratebeer.com/beer/nimbus-red-ale/5601/"
"6.5","3","Nimbus Robust Porter","http://www.ratebeer.com/beer/nimbus-robust-porter/46497/"
"7.3","1","Nimbus Rye IPA","http://www.ratebeer.com/beer/nimbus-rye-ipa/189732/"
"4.5","2","Nimbus Rye Pale Ale","http://www.ratebeer.com/beer/nimbus-rye-pale-ale/42229/"
"5.4","2","Nimbus Scottish-Style Export Ale","http://www.ratebeer.com/beer/nimbus-scottish-style-export-ale/86157/"
"8.5","3","Nimbus Smoked Rye Bock","http://www.ratebeer.com/beer/nimbus-smoked-rye-bock/146409/"
"8.5","5","Nimbus Wee Heavy Scotch Ale","http://www.ratebeer.com/beer/nimbus-wee-heavy-scotch-ale/55049/"
"8","1","Nimbus Weizen Bock","http://www.ratebeer.com/beer/nimbus-weizen-bock/29902/"
"6","17","Bad Water Saison","http://www.ratebeer.com/beer/bad-water-saison/179116/"
"5.6","4","North Mountain 3 Strings","http://www.ratebeer.com/beer/north-mountain-3-strings/216305/"
"8.3","2","North Mountain Baby Belgian","http://www.ratebeer.com/beer/north-mountain-baby-belgian/279931/"
"5.8","9","North Mountain C.R.E.E.M.","http://www.ratebeer.com/beer/north-mountain-creem/216304/"
"4.9","2","North Mountain Funk 49","http://www.ratebeer.com/beer/north-mountain-funk-49/216303/"
"7.2","1","North Mountain GEB IPA","http://www.ratebeer.com/beer/north-mountain-geb-ipa/217197/"
"5","2","North Mountain Griffin ESB","http://www.ratebeer.com/beer/north-mountain-griffin-esb/203915/"
"6.8","0","North Mountain Happy Kraut Festbier","http://www.ratebeer.com/beer/north-mountain-happy-kraut-festbier/258393/"
"4.9","6","North Mountain Hefe Endings","http://www.ratebeer.com/beer/north-mountain-hefe-endings/256962/"
